"SESSIONID","EXERCISEID","SETS","REPS","WORKOUT"
139,39,4,20,"Decline cable crossovers"
140,26,5,25,"Barbell hip thrusts"
141,2,4,21,"Cable crossovers"
142,49,4,23,"Hammer curl"
143,22,4,16,"Hanging leg raises"
144,33,5,21,"Triceps dips"
145,51,4,22,"Bent-over lateral raises"
146,24,5,19,"Face pulls"
147,10,4,25,"Triceps pushdowns"
148,19,5,25,"Decline cable crossovers"
149,12,5,17,"Hammer curls"
150,39,5,16,"Concentration curls"
151,21,5,21,"Russian twists"
152,40,4,24,"Decline dumbbell flyes"
153,19,5,16,"Wrist extension"
154,2,5,15,"Leg press"
155,48,4,22,"Plank"
156,31,5,23,"Crunches"
157,22,5,24,"Bicycle crunches"
158,5,5,17,"Dumbbell flyes"
159,38,5,21,"Leg extensions"
160,19,5,24,"Seated cable rows"
161,34,3,12,"Russian twists"
162,47,5,15,"Donkey kicks"
163,6,4,16,"Barbell rows"
164,34,5,22,"Plank"
165,12,5,22,"Dumbbell front raises"
166,7,4,22,"Plank"
167,30,4,19,"Incline cable crossovers"
168,47,5,15,"Decline cable crossovers"
169,48,3,12,"Standing calf raises"
170,12,5,19,"Plate pinch"
171,39,5,23,"Dumbbell front raises"
172,26,4,18,"Incline cable crossovers"
173,18,5,23,"Crunches"
174,29,4,24,"Seated calf raises"
175,15,4,19,"Dumbbell curls"
176,54,5,16,"Hanging leg raises"
177,33,4,25,"Triceps pushdowns"
178,51,5,21,"Bent-over lateral raises"
179,10,5,17,"Bent-over rows"
180,26,4,24,"Seated cable rows"
181,35,4,19,"Skull crushers"
182,49,4,19,"Decline dumbbell press"
183,1,4,25,"Dumbbell flyes"
184,43,4,20,"Bent-over lateral raises"
185,49,4,16,"Incline dumbbell flyes"
186,11,4,19,"Face pulls"
187,51,3,12,"Barbell squats"
188,40,5,19,"Donkey kicks"
189,6,4,19,"Chest flyes"
190,26,4,24,"Plate pinch"
191,1,4,17,"Skull crushers"
192,33,5,16,"Dumbbell front raises"
193,6,5,21,"Seated cable rows"
194,42,5,22,"Incline dumbbell press"
195,51,4,16,"Standing calf raises"
196,34,4,22,"Triceps dips"
197,3,4,25,"Chest flyes"
198,8,4,19,"Bicycle crunches"
199,47,5,17,"Preacher curls"
200,45,4,16,"Incline cable crossovers"
201,26,4,15,"Standing calf raises"
202,8,5,22,"Barbell rows"
203,16,4,22,"Incline dumbbell press"
204,10,5,25,"Barbell squats"
205,14,5,20,"Lateral raises"
206,30,4,18,"Wrist curl"
207,44,4,25,"Seated calf raises"
208,15,5,22,"Incline dumbbell press"
209,17,4,18,"Bicep Curls"
210,17,4,19,"Dumbbell flyes"
211,13,4,15,"Romanian deadlifts"
212,41,5,19,"Preacher curls"
213,2,4,23,"Face pulls"
214,22,5,25,"Bent-over lateral raises"
215,41,4,20,"Incline dumbbell flyes"
216,52,5,17,"Hammer curls"
217,25,5,21,"Donkey kicks"
218,1,5,20,"Hanging leg raises"
219,27,4,19,"Dumbbell rows"
220,39,4,17,"Dumbbell front raises"
221,4,5,15,"Military press"
222,35,4,22,"Pull-ups"
223,52,4,22,"Bent-over rows"
224,19,5,21,"Preacher curls"
225,5,5,21,"Hammer curls"
226,14,5,17,"Concentration curls"
227,52,4,23,"Romanian deadlifts"
228,14,4,19,"Hammer curl"
229,37,3,15,"Wrist curl"
230,51,5,18,"Barbell squats"
231,37,4,23,"Leg press"
232,18,5,15,"Triceps dips"
233,18,5,16,"Bent-over lateral raises"
234,22,5,24,"Pull-ups"
235,8,3,10,"Towel pull-up"
236,10,5,17,"Bent-over lateral raises"
237,50,5,18,"Dumbbell rows"
238,10,4,16,"Bicep Curls"
239,38,5,21,"Concentration curls"
240,32,5,15,"Russian twists"
241,7,4,22,"Decline dumbbell flyes"
242,7,5,19,"Triceps dips"
243,42,5,25,"Bicep Curls"
244,46,4,15,"Seated calf raises"
245,53,5,24,"Bent-over rows"
246,45,5,16,"Hyperextensions"
247,45,4,22,"Lateral raises"
248,36,5,24,"Hammer curl"
249,28,5,23,"Leg press"
250,25,5,15,"Fat grip dumbbell curl"
251,14,5,21,"Fat grip dumbbell curl"
252,23,4,21,"Wrist extension"
253,52,5,23,"Bird dog"
254,13,5,15,"Pull-ups"
255,28,4,25,"Hammer curl"
256,14,4,15,"Triceps dips"
257,17,5,15,"Skull crushers"
258,31,5,18,"Hammer curls"
259,54,5,24,"Russian twists"
260,17,5,15,"Triceps pushdowns"
261,45,5,15,"Bicep Curls"
262,34,4,19,"Triceps pushdowns"
263,44,4,18,"Leg extensions"
264,46,5,22,"Overhead triceps extensions"
265,49,4,16,"Russian twists"
266,28,4,21,"Decline cable crossovers"
267,19,5,24,"Military press"
268,45,4,16,"Close-grip bench press"
269,43,4,25,"Hanging leg raises"
270,23,5,16,"Crunches"
271,2,4,18,"Decline dumbbell flyes"
272,8,4,16,"Barbell squats"
273,48,3,12,"Triceps dips"
274,12,5,24,"Russian twists"
275,43,5,22,"Seated cable rows"
276,44,4,25,"Leg raises"
277,51,4,19,"Bent-over lateral raises"
278,30,5,17,"Barbell squats"
279,50,5,20,"Hanging leg raises"
280,16,5,15,"Barbell squats"
281,19,4,23,"Decline dumbbell flyes"
282,53,4,19,"Decline dumbbell press"
283,24,5,20,"Preacher curls"
284,43,5,19,"Close-grip bench press"
285,22,5,18,"Close-grip bench press"
286,30,4,23,"Standing calf raises"
287,50,5,18,"Face pulls"
288,28,4,17,"Military press"
289,28,4,21,"Face pulls"
290,11,4,25,"Bicycle crunches"
291,41,5,24,"Barbell rows"
292,35,5,17,"Chest flyes"
293,2,5,22,"Leg raises"
294,36,4,22,"Bicep Curls"
295,28,4,15,"Incline cable crossovers"
296,31,5,15,"Dumbbell flyes"
297,40,4,21,"Barbell hip thrusts"
298,6,4,19,"Crunches"
299,41,4,24,"Seated cable rows"
300,19,5,17,"Decline dumbbell flyes"
301,21,4,19,"Preacher curls"
302,3,5,17,"Incline dumbbell flyes"
303,10,5,15,"Concentration curls"
304,17,3,12,"Bird dog"
305,45,5,16,"Bird dog"
306,46,5,25,"Cable crossovers"
307,10,5,15,"Military press"
308,40,5,18,"Pull-ups"
309,11,5,16,"Standing calf raises"
310,36,5,23,"Barbell curls"
311,7,5,16,"Incline cable crossovers"
312,45,5,15,"Dumbbell flyes"
313,12,5,19,"Face pulls"
314,24,4,21,"Skull crushers"
315,1,5,16,"Hammer curl"
316,8,4,18,"Barbell hip thrusts"
317,29,5,23,"Dumbbell rows"
318,48,4,24,"Cable crossovers"
319,27,5,18,"Wrist curl"
320,43,4,16,"Skull crushers"
321,38,4,15,"Bicep Curls"
322,20,5,21,"Hammer curls"
323,40,5,22,"Chest flyes"
324,13,4,18,"Hammer curl"
325,27,5,17,"Barbell curls"
326,7,5,24,"Close-grip bench press"
327,11,5,17,"Concentration curls"
328,44,5,18,"Triceps dips"
329,34,4,17,"Donkey kicks"
330,53,5,15,"Decline dumbbell flyes"
331,42,4,22,"Military press"
332,40,4,23,"Decline dumbbell press"
333,25,5,25,"Standing calf raises"
334,49,3,15,"Dumbbell rows"
335,51,5,19,"Barbell curls"
336,4,4,25,"Triceps dips"
337,40,4,17,"Incline cable crossovers"
338,13,5,21,"Dumbbell flyes"
339,40,5,19,"Dumbbell curls"
340,39,3,20,"Triceps pushdowns"
341,44,4,21,"Dumbbell rows"
342,15,4,20,"Towel pull-up"
343,33,5,22,"Seated calf raises"
344,46,5,23,"Lateral raises"
345,22,4,21,"Face pulls"
346,17,4,22,"Bicycle crunches"
347,51,4,18,"Dumbbell front raises"
348,55,5,25,"Preacher curls"
349,25,5,20,"Romanian deadlifts"
350,22,5,16,"Leg raises"
351,45,5,25,"Bicep Curls"
352,41,4,19,"Cable crossovers"
353,30,5,20,"Bicep Curls"
354,52,5,23,"Leg curls"
355,53,5,23,"Decline cable crossovers"
356,48,4,23,"Close-grip bench press"
357,42,5,21,"Bent-over rows"
358,21,5,18,"Hyperextensions"
359,45,4,24,"Incline dumbbell flyes"
360,29,4,20,"Dumbbell rows"
361,49,5,16,"Bird dog"
362,40,5,22,"Lateral raises"
363,28,5,19,"Preacher curls"
364,4,4,23,"Overhead triceps extensions"
365,3,4,15,"Seated cable rows"
366,18,5,19,"Chest flyes"
367,33,5,15,"Concentration curls"
368,46,5,25,"Barbell hip thrusts"
369,22,5,16,"Chest flyes"
370,30,3,15,"Wrist curl"
371,48,5,24,"Hanging leg raises"
372,36,4,18,"Barbell hip thrusts"
373,30,4,18,"Plank"
374,23,4,15,"Russian twists"
375,44,5,19,"Bent-over lateral raises"
376,35,4,18,"Concentration curls"
377,17,4,23,"Hyperextensions"
378,27,4,21,"Towel pull-up"
379,35,4,22,"Barbell squats"
380,3,4,22,"Crunches"
381,19,5,19,"Pull-ups"
382,43,4,15,"Towel pull-up"
383,43,5,16,"Standing calf raises"
384,6,5,25,"Hammer curls"
385,15,5,18,"Plate pinch"
386,6,5,24,"Leg press"
387,36,5,19,"Barbell squats"
388,9,4,22,"Crunches"
389,12,4,15,"Barbell rows"
390,27,3,12,"Bird dog"
391,52,4,17,"Dumbbell front raises"
392,55,4,24,"Plank"
393,28,4,23,"Barbell rows"
394,41,4,24,"Crunches"
395,55,5,20,"Towel pull-up"
396,38,3,8,"Bent-over rows"
397,44,4,15,"Seated cable rows"
398,52,4,19,"Decline dumbbell flyes"
399,30,5,25,"Leg extensions"
400,5,5,25,"Pull-ups"
401,6,4,17,"Decline dumbbell flyes"
402,3,4,24,"Leg curls"
403,1,4,24,"Plank"
404,33,5,15,"Barbell squats"
405,54,4,21,"Dumbbell flyes"
406,1,4,16,"Standing calf raises"
407,22,5,25,"Hammer curls"
408,10,3,12,"Seated cable rows"
409,1,4,19,"Close-grip bench press"
410,1,4,23,"Hammer curls"
411,34,5,25,"Dumbbell flyes"
412,50,3,12,"Plate pinch"
413,12,5,21,"Barbell rows"
414,20,4,24,"Pull-ups"
415,10,5,15,"Concentration curls"
416,45,4,21,"Hammer curls"
417,15,4,19,"Pull-ups"
418,17,4,15,"Leg extensions"
419,42,4,23,"Decline dumbbell press"
420,10,4,21,"Romanian deadlifts"
421,7,5,16,"Dumbbell rows"
422,23,3,15,"Bicycle crunches"
423,35,5,24,"Wrist extension"
424,3,4,24,"Incline dumbbell flyes"
425,16,4,17,"Wrist extension"
426,25,4,22,"Concentration curls"
427,24,5,25,"Triceps dips"
428,11,5,17,"Lateral raises"
429,14,5,16,"Triceps dips"
430,2,4,25,"Dumbbell rows"
2335,16,5,15,"Seated calf raises"
2336,31,5,19,"Cable crossovers"
2337,2,4,22,"Preacher curls"
2338,46,4,21,"Triceps pushdowns"
2339,52,4,18,"Dumbbell curls"
2340,42,4,23,"Hyperextensions"
2341,1,4,25,"Cable crossovers"
2342,29,4,19,"Bicycle crunches"
2343,18,5,18,"Wrist extension"
2344,13,4,25,"Incline dumbbell press"
2345,13,5,25,"Face pulls"
2346,4,5,22,"Triceps dips"
2347,26,5,24,"Wrist curl"
2348,14,5,24,"Preacher curls"
2349,15,5,16,"Face pulls"
2350,38,5,15,"Seated cable rows"
2351,16,4,16,"Bent-over rows"
2352,34,5,23,"Barbell squats"
2353,1,5,20,"Chest flyes"
2354,55,5,25,"Face pulls"
2355,3,4,15,"Concentration curls"
2356,30,4,24,"Barbell curls"
2357,35,4,24,"Decline dumbbell press"
2358,55,5,15,"Preacher curls"
2359,23,4,19,"Crunches"
2360,30,5,15,"Lateral raises"
2361,17,5,16,"Lateral raises"
2362,6,5,17,"Incline dumbbell press"
2363,6,5,19,"Plank"
2364,19,5,16,"Dumbbell front raises"
2365,19,4,20,"Skull crushers"
2366,16,5,15,"Hyperextensions"
2367,17,4,22,"Military press"
2368,19,5,24,"Overhead triceps extensions"
2369,34,4,22,"Barbell hip thrusts"
2370,39,4,16,"Incline cable crossovers"
2371,33,4,20,"Plate pinch"
2372,48,5,19,"Barbell rows"
2373,15,5,24,"Dumbbell curls"
2374,27,5,18,"Bent-over lateral raises"
2375,31,5,24,"Crunches"
2376,2,5,17,"Seated calf raises"
2377,32,4,18,"Barbell squats"
2378,51,5,16,"Russian twists"
2379,15,4,25,"Face pulls"
2380,51,4,15,"Incline dumbbell press"
2381,50,4,15,"Barbell squats"
2382,11,5,15,"Barbell hip thrusts"
2383,31,4,25,"Hyperextensions"
2384,55,4,23,"Military press"
2385,15,4,16,"Triceps dips"
2386,46,4,17,"Wrist extension"
2387,15,5,20,"Russian twists"
2388,39,4,19,"Leg press"
2389,54,5,16,"Barbell hip thrusts"
2390,29,5,17,"Concentration curls"
2391,51,4,25,"Military press"
2392,55,4,24,"Crunches"
2393,39,5,22,"Incline dumbbell press"
2394,18,4,16,"Standing calf raises"
2395,20,4,23,"Decline dumbbell press"
2396,38,5,22,"Decline cable crossovers"
2397,12,4,22,"Hanging leg raises"
2398,8,5,17,"Barbell squats"
2399,2,4,23,"Hyperextensions"
2400,45,5,24,"Lateral raises"
2401,52,5,15,"Hammer curls"
2402,33,4,17,"Barbell rows"
2403,9,4,23,"Dumbbell rows"
2404,45,4,25,"Bent-over lateral raises"
2405,34,4,17,"Bent-over lateral raises"
2406,45,4,20,"Russian twists"
2407,18,5,22,"Hammer curls"
2408,41,5,18,"Seated cable rows"
2409,43,5,23,"Incline dumbbell flyes"
2410,55,5,15,"Bent-over rows"
2411,49,5,15,"Incline cable crossovers"
2412,37,4,24,"Hanging leg raises"
2413,14,5,17,"Crunches"
2414,28,4,15,"Face pulls"
2415,22,5,24,"Lateral raises"
2416,22,4,24,"Seated cable rows"
2417,22,5,25,"Bird dog"
2418,7,4,23,"Standing calf raises"
2419,11,5,20,"Bent-over rows"
2420,54,5,19,"Skull crushers"
2421,10,4,24,"Bicep Curls"
2422,3,4,10,"Seated calf raises"
2423,1,3,10,"Leg extensions"
2424,16,4,15,"Dumbbell curls"
2425,32,5,18,"Dumbbell flyes"
2426,26,4,24,"Decline dumbbell flyes"
2427,22,5,24,"Leg press"
2428,2,4,25,"Decline dumbbell flyes"
2429,17,4,15,"Seated calf raises"
2430,18,5,18,"Concentration curls"
2431,36,4,21,"Preacher curls"
2432,38,5,21,"Leg extensions"
2433,2,5,16,"Decline dumbbell flyes"
2434,43,4,23,"Crunches"
2435,3,4,24,"Pull-ups"
2436,31,3,5,"Decline dumbbell press"
2437,25,4,23,"Dumbbell curls"
2438,33,5,25,"Decline dumbbell press"
2439,38,5,18,"Face pulls"
2440,21,4,24,"Hyperextensions"
2441,11,4,18,"Chest flyes"
2442,12,4,23,"Crunches"
2443,25,5,19,"Lateral raises"
2444,36,5,15,"Standing calf raises"
2445,28,5,15,"Leg press"
2446,40,4,20,"Plate pinch"
2447,31,5,22,"Incline cable crossovers"
2448,40,5,15,"Seated cable rows"
2449,11,5,15,"Barbell squats"
2450,50,4,17,"Hammer curl"
2451,1,5,23,"Dumbbell flyes"
2452,53,4,18,"Dumbbell front raises"
2453,34,4,16,"Bird dog"
2454,33,5,18,"Hanging leg raises"
2455,30,5,19,"Wrist extension"
2456,30,4,15,"Leg press"
2457,48,4,20,"Lateral raises"
2458,50,4,22,"Standing calf raises"
2459,35,5,18,"Wrist curl"
2460,29,4,16,"Dumbbell flyes"
2461,43,4,22,"Barbell squats"
2462,45,5,25,"Crunches"
2463,11,5,23,"Plate pinch"
2464,30,4,24,"Standing calf raises"
2465,6,5,15,"Decline dumbbell flyes"
2466,10,4,22,"Crunches"
2467,39,5,24,"Concentration curls"
2468,2,5,17,"Leg raises"
2469,32,4,25,"Leg raises"
2470,24,5,15,"Concentration curls"
2471,41,4,16,"Dumbbell rows"
2472,22,5,19,"Seated cable rows"
2473,13,4,18,"Donkey kicks"
2474,23,5,24,"Military press"
2475,55,5,24,"Military press"
2476,34,5,16,"Concentration curls"
2477,2,4,23,"Bent-over rows"
2478,18,4,16,"Hammer curls"
2479,51,4,17,"Bicep Curls"
2480,11,4,19,"Dumbbell rows"
2481,49,4,17,"Seated calf raises"
2482,22,4,20,"Cable crossovers"
2483,22,4,18,"Leg press"
2484,46,3,12,"Hyperextensions"
2485,46,5,16,"Plank"
2486,19,5,15,"Bent-over rows"
2487,35,4,15,"Hanging leg raises"
2488,3,4,23,"Overhead triceps extensions"
2489,20,4,25,"Incline dumbbell press"
2490,26,5,15,"Lateral raises"
2491,27,5,16,"Triceps dips"
2492,55,5,17,"Pull-ups"
2493,41,4,16,"Plate pinch"
2494,41,5,24,"Hanging leg raises"
2495,28,4,23,"Donkey kicks"
2496,13,4,15,"Seated calf raises"
2497,55,5,16,"Decline cable crossovers"
2498,40,5,20,"Leg press"
2499,41,4,15,"Barbell hip thrusts"
2500,3,5,21,"Dumbbell rows"
2501,23,4,22,"Leg extensions"
2502,6,5,21,"Barbell rows"
2503,11,5,16,"Romanian deadlifts"
2504,26,4,17,"Dumbbell flyes"
2505,29,4,24,"Donkey kicks"
2506,46,4,21,"Cable crossovers"
2507,34,4,15,"Face pulls"
2508,52,5,17,"Romanian deadlifts"
2509,7,4,21,"Incline cable crossovers"
2510,24,5,17,"Hyperextensions"
2511,9,4,24,"Leg extensions"
2512,42,5,15,"Wrist curl"
2513,40,4,16,"Triceps dips"
2514,14,5,18,"Barbell rows"
2515,28,5,16,"Incline dumbbell press"
2516,12,4,21,"Dumbbell curls"
2517,5,5,25,"Incline cable crossovers"
2518,10,4,16,"Skull crushers"
2519,34,4,25,"Wrist curl"
2520,29,5,20,"Leg extensions"
2521,37,4,20,"Face pulls"
2522,54,5,22,"Seated cable rows"
2523,16,5,25,"Decline cable crossovers"
2524,18,5,20,"Barbell curls"
2525,12,5,25,"Barbell squats"
2526,8,4,24,"Dumbbell curls"
2527,45,5,18,"Chest flyes"
2528,47,4,23,"Seated cable rows"
2529,39,5,15,"Hammer curls"
2530,27,5,24,"Bent-over lateral raises"
2531,28,4,18,"Leg curls"
2532,16,4,10,"Dumbbell curls"
2533,8,5,20,"Hyperextensions"
2534,40,5,24,"Wrist extension"
2535,8,5,15,"Lateral raises"
2536,54,4,23,"Bicep Curls"
2537,31,5,23,"Lateral raises"
2538,25,4,15,"Dumbbell flyes"
2539,44,4,23,"Barbell hip thrusts"
2540,27,4,23,"Incline dumbbell flyes"
2541,21,5,25,"Cable crossovers"
2542,41,5,16,"Donkey kicks"
2543,47,4,25,"Pull-ups"
2544,12,5,25,"Barbell curls"
2545,10,5,16,"Plank"
2546,7,5,15,"Military press"
2547,28,5,18,"Donkey kicks"
2548,27,5,15,"Barbell curls"
2549,44,5,20,"Incline dumbbell press"
2550,25,4,22,"Barbell squats"
2551,34,5,19,"Dumbbell rows"
2552,14,4,16,"Leg raises"
2553,20,3,8,"Incline dumbbell flyes"
2554,13,4,22,"Russian twists"
2555,36,5,15,"Barbell curls"
2556,41,5,22,"Lateral raises"
2557,12,5,15,"Leg extensions"
2558,48,4,22,"Barbell hip thrusts"
2559,34,4,21,"Dumbbell front raises"
2560,24,5,23,"Romanian deadlifts"
2561,47,5,16,"Bicycle crunches"
2562,25,5,17,"Crunches"
2563,5,5,18,"Leg extensions"
2564,38,5,22,"Decline dumbbell flyes"
2565,43,4,21,"Leg press"
2566,49,5,19,"Hanging leg raises"
2567,35,4,20,"Decline dumbbell flyes"
2568,41,3,20,"Plate pinch"
2569,12,4,17,"Fat grip dumbbell curl"
2570,29,5,20,"Seated cable rows"
2571,21,5,23,"Standing calf raises"
2572,17,4,16,"Wrist curl"
2573,6,5,18,"Fat grip dumbbell curl"
2574,18,5,23,"Leg press"
2575,17,5,16,"Cable crossovers"
2576,55,4,17,"Romanian deadlifts"
2577,9,5,24,"Pull-ups"
2578,40,5,24,"Leg raises"
2579,55,4,16,"Cable crossovers"
2580,25,4,25,"Lateral raises"
2581,5,4,15,"Wrist extension"
2582,47,5,18,"Decline cable crossovers"
2583,44,4,16,"Barbell curls"
2584,47,5,16,"Bent-over lateral raises"
2585,38,4,16,"Concentration curls"
2586,27,5,20,"Towel pull-up"
2587,36,4,15,"Decline dumbbell press"
2588,38,5,16,"Leg curls"
2589,5,4,21,"Incline dumbbell flyes"
2590,44,4,23,"Hammer curl"
2591,29,4,15,"Lateral raises"
2592,32,4,15,"Skull crushers"
2593,42,4,15,"Leg curls"
2594,16,5,17,"Dumbbell flyes"
2595,49,4,22,"Leg curls"
2596,46,4,12,"Close-grip bench press"
2597,46,5,21,"Bicep Curls"
2598,42,5,15,"Bent-over rows"
2599,11,3,30,"Barbell rows"
2600,47,5,19,"Bicep Curls"
2601,8,4,19,"Crunches"
2602,33,4,24,"Donkey kicks"
2603,17,4,15,"Face pulls"
2604,33,4,22,"Dumbbell rows"
2605,24,3,12,"Skull crushers"
2606,35,5,17,"Leg raises"
2607,4,4,18,"Dumbbell curls"
2608,23,5,16,"Cable crossovers"
2609,7,5,16,"Incline dumbbell flyes"
2610,29,4,20,"Face pulls"
2611,19,4,10,"Hammer curl"
2612,50,4,25,"Bicycle crunches"
2613,37,5,20,"Standing calf raises"
2614,42,4,15,"Hammer curl"
2615,37,4,21,"Bent-over rows"
2616,41,4,18,"Barbell squats"
2617,45,4,22,"Incline cable crossovers"
2618,26,4,15,"Wrist curl"
2619,29,4,23,"Bicep Curls"
2620,1,4,23,"Triceps pushdowns"
2621,13,4,24,"Plate pinch"
2622,38,4,22,"Leg press"
2623,43,4,24,"Leg press"
2624,43,5,17,"Seated calf raises"
2625,19,4,16,"Lateral raises"
2626,14,5,23,"Dumbbell curls"
2627,50,4,25,"Bicycle crunches"
2628,3,5,25,"Lateral raises"
2629,55,3,12,"Military press"
2630,9,4,20,"Dumbbell flyes"
2631,55,4,22,"Leg raises"
2632,24,5,21,"Dumbbell rows"
2633,33,4,23,"Leg press"
2634,11,4,19,"Overhead triceps extensions"
2635,52,4,18,"Seated cable rows"
2636,16,4,17,"Dumbbell front raises"
2637,55,5,24,"Decline dumbbell press"
2638,35,5,19,"Decline dumbbell flyes"
2639,30,4,20,"Cable crossovers"
2640,38,5,22,"Wrist extension"
2641,26,5,24,"Dumbbell rows"
2642,3,4,18,"Bird dog"
2643,39,5,15,"Face pulls"
2644,33,4,22,"Hanging leg raises"
2645,25,3,10,"Wrist curl"
2646,44,4,18,"Triceps pushdowns"
2647,35,4,18,"Decline dumbbell flyes"
2648,20,5,22,"Hyperextensions"
2649,28,5,23,"Barbell hip thrusts"
2650,25,4,25,"Barbell squats"
2651,52,5,17,"Concentration curls"
2652,24,3,12,"Standing calf raises"
2653,44,5,17,"Cable crossovers"
2654,43,5,15,"Concentration curls"
2655,12,4,25,"Russian twists"
2656,5,5,18,"Dumbbell front raises"
2657,55,4,24,"Crunches"
2658,38,5,21,"Military press"
2659,1,4,15,"Seated calf raises"
2660,46,5,16,"Incline dumbbell flyes"
2661,28,5,21,"Plank"
2662,38,4,21,"Dumbbell front raises"
2663,34,5,18,"Romanian deadlifts"
2664,39,5,15,"Bicep Curls"
2665,47,5,17,"Leg curls"
2666,52,4,24,"Pull-ups"
2667,4,3,10,"Leg press"
2668,15,5,25,"Fat grip dumbbell curl"
2669,37,4,18,"Plate pinch"
2670,19,4,16,"Bird dog"
2671,9,5,25,"Seated cable rows"
2672,36,5,24,"Bicep Curls"
2673,23,5,22,"Hammer curl"
2674,41,5,21,"Wrist curl"
2675,48,5,20,"Donkey kicks"
2676,33,4,25,"Lateral raises"
2677,52,4,23,"Bicep Curls"
2678,53,4,23,"Concentration curls"
2679,54,5,23,"Donkey kicks"
2680,36,3,12,"Barbell curls"
2681,35,5,16,"Barbell squats"
2682,1,4,24,"Chest flyes"
2683,52,4,23,"Decline dumbbell flyes"
2684,38,5,16,"Bicep Curls"
2685,52,5,25,"Hanging leg raises"
2686,52,5,24,"Seated cable rows"
2687,35,4,15,"Bent-over rows"
2688,39,5,20,"Bird dog"
2689,47,5,21,"Fat grip dumbbell curl"
2690,46,5,22,"Leg raises"
2691,21,4,23,"Barbell curls"
2692,22,4,15,"Decline dumbbell press"
2693,9,5,16,"Plate pinch"
2694,45,3,20,"Military press"
2695,33,5,20,"Concentration curls"
2696,12,5,25,"Leg press"
2697,35,5,18,"Fat grip dumbbell curl"
2698,6,4,20,"Plate pinch"
2699,40,5,15,"Dumbbell front raises"
2700,10,3,10,"Romanian deadlifts"
2701,13,4,25,"Leg extensions"
2702,33,5,25,"Barbell squats"
2703,6,4,15,"Decline dumbbell flyes"
2704,15,5,22,"Seated cable rows"
2705,12,4,24,"Romanian deadlifts"
2706,50,4,15,"Seated cable rows"
2707,54,5,15,"Seated calf raises"
2708,22,4,24,"Seated cable rows"
2709,50,5,19,"Incline cable crossovers"
2710,34,5,21,"Barbell curls"
2711,2,4,21,"Dumbbell flyes"
2712,32,5,16,"Dumbbell front raises"
2713,47,5,23,"Skull crushers"
2714,39,4,16,"Hyperextensions"
2715,12,5,20,"Decline dumbbell flyes"
2716,55,3,10,"Concentration curls"
2717,44,4,18,"Dumbbell rows"
2718,6,5,20,"Crunches"
2719,16,5,16,"Incline cable crossovers"
2720,35,4,24,"Russian twists"
2721,43,5,19,"Leg curls"
2722,31,3,10,"Incline dumbbell flyes"
2723,33,5,22,"Leg raises"
2724,42,5,15,"Lateral raises"
2725,17,4,20,"Skull crushers"
2726,41,5,17,"Standing calf raises"
2727,17,4,20,"Towel pull-up"
2728,24,5,23,"Chest flyes"
2729,36,5,20,"Plank"
2730,44,5,15,"Wrist curl"
2731,27,5,16,"Incline dumbbell flyes"
2732,50,5,16,"Wrist curl"
2733,27,4,24,"Bicycle crunches"
2734,25,4,18,"Dumbbell curls"
2735,38,4,18,"Wrist extension"
2736,25,4,19,"Triceps pushdowns"
2737,16,5,17,"Plank"
2738,51,5,22,"Triceps dips"
2739,16,4,20,"Bicep Curls"
2740,39,4,25,"Incline cable crossovers"
2741,20,4,17,"Bent-over rows"
2742,46,4,23,"Skull crushers"
2743,25,4,15,"Military press"
2744,45,4,16,"Crunches"
2745,10,3,10,"Leg extensions"
2746,51,4,18,"Bicep Curls"
2747,40,4,19,"Hyperextensions"
2748,14,4,18,"Bent-over lateral raises"
2749,37,5,20,"Triceps pushdowns"
2750,51,5,17,"Russian twists"
2751,13,5,23,"Hammer curls"
2752,20,5,19,"Leg raises"
2753,16,5,19,"Russian twists"
2754,19,5,20,"Incline cable crossovers"
2755,30,5,25,"Hammer curl"
2756,22,4,20,"Decline dumbbell press"
2757,22,5,15,"Barbell rows"
2758,9,5,21,"Decline dumbbell flyes"
2759,4,5,23,"Preacher curls"
